time,actual_load,predicted_load_histgb,error_histgb
2018-12-08 01:00:00+00:00,23125.0,23236.92617450243,-111.92617450243051
2018-12-08 02:00:00+00:00,22650.0,22670.751985022736,-20.751985022736335
2018-12-08 03:00:00+00:00,22406.0,22923.221603375405,-517.2216033754048
2018-12-08 04:00:00+00:00,22428.0,23033.33577006008,-605.3357700600791
2018-12-08 05:00:00+00:00,22115.0,23262.62118248257,-1147.6211824825696
2018-12-08 06:00:00+00:00,22616.0,22844.53677178023,-228.53677178022917
2018-12-08 07:00:00+00:00,24240.0,23747.55323398161,492.4467660183909
2018-12-08 08:00:00+00:00,25844.0,25526.053694075956,317.9463059240443
2018-12-08 09:00:00+00:00,26944.0,26456.271325315975,487.72867468402546
2018-12-08 10:00:00+00:00,27822.0,27438.102997920356,383.89700207964415
2018-12-08 11:00:00+00:00,28604.0,27837.605074113057,766.3949258869434
2018-12-08 12:00:00+00:00,28990.0,27899.27182917159,1090.72817082841
2018-12-08 13:00:00+00:00,28634.0,28630.70607945894,3.293920541058469
2018-12-08 14:00:00+00:00,28102.0,28213.03586609149,-111.03586609148988
2018-12-08 15:00:00+00:00,27699.0,28272.148936889207,-573.1489368892071
2018-12-08 16:00:00+00:00,27567.0,28513.369730048482,-946.3697300484819
2018-12-08 17:00:00+00:00,27444.0,28318.113536427485,-874.1135364274851
2018-12-08 18:00:00+00:00,27596.0,28410.676640733403,-814.6766407334035
2018-12-08 19:00:00+00:00,29247.0,27534.01150535495,1712.988494645051
2018-12-08 20:00:00+00:00,29348.0,27541.70042565696,1806.2995743430401
2018-12-08 21:00:00+00:00,27795.0,27240.945466096466,554.0545339035343
2018-12-08 22:00:00+00:00,26155.0,25502.169659147894,652.830340852106
2018-12-08 23:00:00+00:00,24884.0,24558.426155507113,325.57384449288656
2018-12-09 00:00:00+00:00,24140.0,23726.508204176956,413.4917958230435
2018-12-09 01:00:00+00:00,23805.0,23355.030968568448,449.96903143155214
2018-12-09 02:00:00+00:00,23665.0,23346.67463308189,318.3253669181104
2018-12-09 03:00:00+00:00,24053.0,24329.29921097923,-276.2992109792285
2018-12-09 04:00:00+00:00,26228.0,25734.33979799103,493.6602020089704
2018-12-09 05:00:00+00:00,29285.0,29726.42608119825,-441.42608119824945
2018-12-09 06:00:00+00:00,31054.0,31355.347523839944,-301.3475238399442
2018-12-09 07:00:00+00:00,32434.0,32157.54771412743,276.4522858725686
2018-12-09 08:00:00+00:00,33527.0,33075.77212520608,451.2278747939199
2018-12-09 09:00:00+00:00,34209.0,34123.60954650185,85.39045349814842
2018-12-09 10:00:00+00:00,35134.0,34368.93202206732,765.067977932682
2018-12-09 11:00:00+00:00,35465.0,34927.29224978353,537.7077502164684
2018-12-09 12:00:00+00:00,34748.0,34755.342406571755,-7.3424065717554186
2018-12-09 13:00:00+00:00,34381.0,34278.52412040931,102.47587959068915
2018-12-09 14:00:00+00:00,34258.0,34348.389267778744,-90.3892677787444
2018-12-09 15:00:00+00:00,34185.0,34316.04828327919,-131.0482832791895
2018-12-09 16:00:00+00:00,33548.0,34738.343824628704,-1190.3438246287042
2018-12-09 17:00:00+00:00,33052.0,33925.402117077094,-873.4021170770939
2018-12-09 18:00:00+00:00,33733.0,33604.75099583937,128.24900416062883
2018-12-09 19:00:00+00:00,33900.0,33055.99067027283,844.0093297271669
2018-12-09 20:00:00+00:00,30864.0,32465.659582259897,-1601.6595822598974
2018-12-09 21:00:00+00:00,28453.0,28376.12866188867,76.87133811133026
2018-12-09 22:00:00+00:00,24752.0,26114.015180070513,-1362.0151800705135
2018-12-09 23:00:00+00:00,23491.0,23168.338814891227,322.66118510877277
2018-12-10 00:00:00+00:00,22544.0,22656.734322647608,-112.73432264760777
2018-12-10 01:00:00+00:00,22088.0,22092.461186824283,-4.461186824282777
2018-12-10 02:00:00+00:00,21687.0,21892.003094544518,-205.0030945445178
2018-12-10 03:00:00+00:00,21360.0,22089.23058776741,-729.2305877674116
2018-12-10 04:00:00+00:00,21380.0,22021.48206130314,-641.4820613031407
2018-12-10 05:00:00+00:00,22265.0,22174.88478243674,90.11521756325965
2018-12-10 06:00:00+00:00,22657.0,23547.991046830673,-890.9910468306734
2018-12-10 07:00:00+00:00,24274.0,23998.702727306216,275.2972726937842
2018-12-10 08:00:00+00:00,25711.0,25743.686940220985,-32.68694022098498
2018-12-10 09:00:00+00:00,26283.0,26404.106757993366,-121.10675799336605
2018-12-10 10:00:00+00:00,26606.0,26533.490004081625,72.50999591837535
2018-12-10 11:00:00+00:00,26901.0,26488.695907307607,412.30409269239317
2018-12-10 12:00:00+00:00,26386.0,26220.63578129463,165.36421870537015
2018-12-10 13:00:00+00:00,25106.0,25595.04925601947,-489.0492560194689
2018-12-10 14:00:00+00:00,24465.0,24765.47659664489,-300.4765966448904
2018-12-10 15:00:00+00:00,24068.0,24728.903034907336,-660.9030349073364
2018-12-10 16:00:00+00:00,24018.0,25203.296110469022,-1185.296110469022
2018-12-10 17:00:00+00:00,25036.0,25404.79489402218,-368.7948940221795
2018-12-10 18:00:00+00:00,27411.0,26522.9639886529,888.0360113470997
2018-12-10 19:00:00+00:00,27375.0,27793.257919985263,-418.25791998526256
2018-12-10 20:00:00+00:00,26204.0,26290.70156894779,-86.70156894778847
2018-12-10 21:00:00+00:00,24516.0,24917.68591035381,-401.6859103538118
2018-12-10 22:00:00+00:00,24437.0,23426.219094091426,1010.7809059085739
2018-12-10 23:00:00+00:00,22865.0,23211.949772771466,-346.9497727714661
2018-12-11 00:00:00+00:00,21969.0,21951.07595082623,17.924049173769163
2018-12-11 01:00:00+00:00,21664.0,21366.36008022043,297.639919779569
2018-12-11 02:00:00+00:00,21576.0,21645.66453485941,-69.6645348594102
2018-12-11 03:00:00+00:00,22475.0,22147.499233085142,327.5007669148581
2018-12-11 04:00:00+00:00,25431.0,24540.126373576615,890.8736264233848
2018-12-11 05:00:00+00:00,29533.0,28973.289363706775,559.7106362932245
2018-12-11 06:00:00+00:00,31533.0,31569.200329435822,-36.200329435821914
2018-12-11 07:00:00+00:00,32618.0,32302.05832431319,315.9416756868086
2018-12-11 08:00:00+00:00,33243.0,33375.88511170894,-132.88511170894344
2018-12-11 09:00:00+00:00,33340.0,33682.75058794725,-342.7505879472519
2018-12-11 10:00:00+00:00,33522.0,33279.45080049234,242.54919950765907
2018-12-11 11:00:00+00:00,33357.0,33294.51391227538,62.48608772461739
2018-12-11 12:00:00+00:00,32458.0,32604.351783891307,-146.3517838913067
2018-12-11 13:00:00+00:00,31978.0,32027.71287105614,-49.71287105614101
2018-12-11 14:00:00+00:00,31625.0,31936.677643057792,-311.677643057792
2018-12-11 15:00:00+00:00,31945.0,32232.376593146717,-287.3765931467169
2018-12-11 16:00:00+00:00,33727.0,33159.96697553271,567.0330244672878
2018-12-11 17:00:00+00:00,34366.0,34697.94348939133,-331.9434893913276
2018-12-11 18:00:00+00:00,34706.0,34612.015356087395,93.98464391260495
